,count,mean,std,min,25%,50%,75%,max
1,1.0,0.5,,0.5,0.5,0.5,0.5,0.5
2,1.0,0.6521739130434783,,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783
3,1.0,0.6521739130434783,,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783
4,1.0,0.6521739130434783,,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783
5,1.0,0.6630434782608695,,0.6630434782608695,0.6630434782608695,0.6630434782608695,0.6630434782608695,0.6630434782608695
6,1.0,0.654891304347826,,0.654891304347826,0.654891304347826,0.654891304347826,0.654891304347826,0.654891304347826
7,1.0,0.6005434782608695,,0.6005434782608695,0.6005434782608695,0.6005434782608695,0.6005434782608695,0.6005434782608695
8,1.0,0.7771739130434783,,0.7771739130434783,0.7771739130434783,0.7771739130434783,0.7771739130434783,0.7771739130434783
9,1.0,0.7690217391304348,,0.7690217391304348,0.7690217391304348,0.7690217391304348,0.7690217391304348,0.7690217391304348
10,1.0,0.7853260869565217,,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217
11,1.0,0.7934782608695652,,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.7934782608695652
12,1.0,0.8152173913043478,,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478
13,1.0,0.7853260869565217,,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217
14,1.0,0.782608695652174,,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174
15,1.0,0.7771739130434783,,0.7771739130434783,0.7771739130434783,0.7771739130434783,0.7771739130434783,0.7771739130434783
16,1.0,0.7717391304347826,,0.7717391304347826,0.7717391304347826,0.7717391304347826,0.7717391304347826,0.7717391304347826
17,1.0,0.7880434782608695,,0.7880434782608695,0.7880434782608695,0.7880434782608695,0.7880434782608695,0.7880434782608695
18,1.0,0.7880434782608695,,0.7880434782608695,0.7880434782608695,0.7880434782608695,0.7880434782608695,0.7880434782608695
19,1.0,0.7853260869565217,,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217,0.7853260869565217
20,1.0,0.8016304347826086,,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086
21,1.0,0.7934782608695652,,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.7934782608695652
22,1.0,0.8125,,0.8125,0.8125,0.8125,0.8125,0.8125
23,1.0,0.8016304347826086,,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086
24,1.0,0.8016304347826086,,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086,0.8016304347826086
25,1.0,0.7744565217391305,,0.7744565217391305,0.7744565217391305,0.7744565217391305,0.7744565217391305,0.7744565217391305
26,1.0,0.7663043478260869,,0.7663043478260869,0.7663043478260869,0.7663043478260869,0.7663043478260869,0.7663043478260869
27,1.0,0.7608695652173914,,0.7608695652173914,0.7608695652173914,0.7608695652173914,0.7608695652173914,0.7608695652173914
28,1.0,0.7472826086956522,,0.7472826086956522,0.7472826086956522,0.7472826086956522,0.7472826086956522,0.7472826086956522
29,1.0,0.7472826086956522,,0.7472826086956522,0.7472826086956522,0.7472826086956522,0.7472826086956522,0.7472826086956522
30,1.0,0.75,,0.75,0.75,0.75,0.75,0.75
31,1.0,0.7364130434782609,,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609
32,1.0,0.7146739130434783,,0.7146739130434783,0.7146739130434783,0.7146739130434783,0.7146739130434783,0.7146739130434783
33,1.0,0.7010869565217391,,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391
34,1.0,0.7119565217391305,,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305
35,1.0,0.7282608695652174,,0.7282608695652174,0.7282608695652174,0.7282608695652174,0.7282608695652174,0.7282608695652174
36,1.0,0.7364130434782609,,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609
37,1.0,0.7418478260869565,,0.7418478260869565,0.7418478260869565,0.7418478260869565,0.7418478260869565,0.7418478260869565
38,1.0,0.7364130434782609,,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609
39,1.0,0.7391304347826086,,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086
40,1.0,0.7717391304347826,,0.7717391304347826,0.7717391304347826,0.7717391304347826,0.7717391304347826,0.7717391304347826
41,1.0,0.779891304347826,,0.779891304347826,0.779891304347826,0.779891304347826,0.779891304347826,0.779891304347826
42,1.0,0.782608695652174,,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174
43,1.0,0.7663043478260869,,0.7663043478260869,0.7663043478260869,0.7663043478260869,0.7663043478260869,0.7663043478260869
44,1.0,0.7554347826086957,,0.7554347826086957,0.7554347826086957,0.7554347826086957,0.7554347826086957,0.7554347826086957
45,1.0,0.7364130434782609,,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609
46,1.0,0.7119565217391305,,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305
47,1.0,0.720108695652174,,0.720108695652174,0.720108695652174,0.720108695652174,0.720108695652174,0.720108695652174
48,1.0,0.7119565217391305,,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305
49,1.0,0.7010869565217391,,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391
50,1.0,0.6929347826086957,,0.6929347826086957,0.6929347826086957,0.6929347826086957,0.6929347826086957,0.6929347826086957
51,1.0,0.7065217391304348,,0.7065217391304348,0.7065217391304348,0.7065217391304348,0.7065217391304348,0.7065217391304348
52,1.0,0.6956521739130435,,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435
53,1.0,0.6902173913043478,,0.6902173913043478,0.6902173913043478,0.6902173913043478,0.6902173913043478,0.6902173913043478
54,1.0,0.7038043478260869,,0.7038043478260869,0.7038043478260869,0.7038043478260869,0.7038043478260869,0.7038043478260869
55,1.0,0.6983695652173914,,0.6983695652173914,0.6983695652173914,0.6983695652173914,0.6983695652173914,0.6983695652173914
56,1.0,0.6983695652173914,,0.6983695652173914,0.6983695652173914,0.6983695652173914,0.6983695652173914,0.6983695652173914
57,1.0,0.6847826086956522,,0.6847826086956522,0.6847826086956522,0.6847826086956522,0.6847826086956522,0.6847826086956522
58,1.0,0.6902173913043478,,0.6902173913043478,0.6902173913043478,0.6902173913043478,0.6902173913043478,0.6902173913043478
59,1.0,0.7010869565217391,,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391,0.7010869565217391
60,1.0,0.6875,,0.6875,0.6875,0.6875,0.6875,0.6875
61,1.0,0.6847826086956522,,0.6847826086956522,0.6847826086956522,0.6847826086956522,0.6847826086956522,0.6847826086956522
62,1.0,0.6875,,0.6875,0.6875,0.6875,0.6875,0.6875
63,1.0,0.6684782608695652,,0.6684782608695652,0.6684782608695652,0.6684782608695652,0.6684782608695652,0.6684782608695652
64,1.0,0.6467391304347826,,0.6467391304347826,0.6467391304347826,0.6467391304347826,0.6467391304347826,0.6467391304347826
train_size,1.0,0.1,,0.1,0.1,0.1,0.1,0.1
mean,1.0,0.7292374320652174,,0.7292374320652174,0.7292374320652174,0.7292374320652174,0.7292374320652174,0.7292374320652174
max,1.0,0.8152173913043478,,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478,0.8152173913043478
max_layer,1.0,12.0,,12.0,12.0,12.0,12.0,12.0
