id,comments_removed_em,comments_removed_em_trim,comments_removed_bleu,comments_removed_bleu_trim
8874,0,0,31.935550275135377,96.09452335499803
7328,0,0,2.515784759441912,78.97905794125157
8251,0,0,2.147130724967574,38.470518479549725
10924,0,0,3.454149672889036,70.15131274409694
7305,0,0,8.944694948913964,70.0517217224218
12046,0,0,5.060455551247318,71.49251008635133
8546,0,0,3.769052305380167,40.49389560769239
8136,0,0,5.742747821703777,72.78994058083934
4499,0,0,5.774120127094006,61.51866726636468
9852,0,0,1.2788276105815848,65.37000395387311
7923,0,0,8.048846379621313,83.9722531473462
7294,0,0,1.6140075173726949,66.21461612897328
11847,0,0,9.786480792152306,80.77056345279821
9878,0,0,6.958847344523591,89.21825633882368
12476,0,0,1.029910681131273,7.524403022806685
4712,0,0,7.891044391304453,71.03357996186716
8201,0,0,9.284050814297228,70.46847942533017
4509,0,0,1.7841570858272018,38.16310668129269
12314,0,0,4.832579232260364,57.34470327393106
12420,0,0,10.831332213099158,74.83736248688159
12416,0,0,1.504283220448557,24.667268908221395
6861,0,0,6.293082779322935,72.02902058559822
4491,0,0,9.72506032781714,19.686140759988948
12513,0,0,12.088024435865767,51.91976302955159
10144,0,0,13.723887628044714,93.12051183302627
10145,0,0,5.556903747500392,70.98632903126935
8440,0,0,7.025197496769082,34.28029755055652
4507,0,0,2.2032619692783584,67.28001389653004
10920,0,0,4.911227033940224,7.4066585796207285
10227,0,0,6.0495090493433965,75.0882992216058
8464,0,0,4.904241425103187,59.27897892926518
1643,0,0,5.536639902842203,19.223338429545443
7295,0,0,5.206937709768711,36.89530001672783
8166,0,0,8.618207835035355,72.20065065608833
13517,0,0,1.500573395455339,53.87102698904249
9879,0,0,12.643788413975738,81.34843024854828
4522,0,0,1.6522528415248618,34.06197372647479
7089,0,0,2.3561707895929045,26.24596099438255
8489,0,0,9.469601706953767,59.46798035956517
12432,0,0,7.12233226998304,58.66932550853576
8502,0,0,10.671142195072903,84.50111766153346
11843,0,0,11.176630447613341,53.209627874256206
7336,0,0,7.461169725791275,89.20247928997749
9857,0,0,7.928890985239885,76.73200746477286
10113,0,0,11.777615182290567,77.71860692854199
4542,0,0,14.838502333969947,98.72810422051597
7922,0,0,4.14176356213498,65.48395745769405
9796,0,0,4.040261131716518,42.32089304028404
14783,0,0,25.236536487321104,93.05308958112056
12522,0,0,1.979773643743722,73.07541250220766
4487,0,0,6.772568113056672,56.727385206847
7090,0,0,6.327523869937036,73.47645867425288
9855,0,0,7.3076881947728465,67.08512504366219
8876,0,0,23.633288445872893,56.74874040079773
8576,0,0,11.132966322312495,84.57693185713255
8438,0,0,12.971941223836264,43.41035273068602
11809,0,0,2.292504080368396,13.53352832366127
10143,0,0,5.713252693605648,74.64299875662053
12985,0,0,10.766401854374841,57.95782787848095
7098,0,0,2.00144368425717,30.349488809844605
7318,0,0,7.36380914509833,81.59391155527139
8203,0,0,1.9860136013519742,75.68584372617204
8535,0,0,14.070311826325424,85.45819669589085
8344,0,0,9.105230880680299,74.08182206817179
7332,0,0,5.440688623799858,73.71142838909293
9955,0,0,0.6602986539103753,17.94096002118461
11893,0,0,4.008747111075051,64.69545379329693
4464,0,0,7.558174419782443,39.67037216346965
6706,0,0,3.0518578502471136,61.290241018056655
8439,0,0,7.118380936289098,26.446201440055194
4493,0,0,7.434156005248068,81.21468792120301
12313,0,0,8.343969037954887,64.1514931310412
10133,0,0,4.818798394067509,62.4547821295161
8393,0,0,4.935441064396887,87.55738539291424
11796,0,0,2.7376511250300237,33.030319929532304
4547,0,0,6.100411473929425,46.98535610658582
4720,0,0,9.766457627265371,81.0092957000074
9813,0,0,2.8886234429831954,82.10695260446309
4528,0,0,2.3269364541045436,73.34345163198611
4715,0,0,4.6909349904260305,30.942060007461848
8771,0,0,7.734677625942974,26.615473738396446
