1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,concept,train_size,mean,max,max_layer
0.5,0.7619047619047619,0.7698412698412699,0.746031746031746,0.7513227513227513,0.7804232804232805,0.7883597883597884,0.8412698412698413,0.8386243386243386,0.8703703703703703,0.873015873015873,0.9074074074074074,0.8994708994708994,0.9312169312169312,0.9153439153439153,0.9285714285714286,0.9259259259259259,0.9232804232804233,0.9312169312169312,0.9259259259259259,0.9232804232804233,0.9259259259259259,0.9206349206349206,0.9153439153439153,0.9206349206349206,0.9259259259259259,0.9153439153439153,0.91005291005291,0.9021164021164021,0.9153439153439153,0.9126984126984127,0.8968253968253969,0.8968253968253969,0.8941798941798942,0.8862433862433863,0.8888888888888888,0.8915343915343915,0.8756613756613757,0.8703703703703703,0.8756613756613757,0.8624338624338624,0.8650793650793651,0.8492063492063492,0.8465608465608465,0.8465608465608465,0.8333333333333334,0.8333333333333334,0.8174603174603174,0.8015873015873016,0.791005291005291,0.8068783068783069,0.8095238095238095,0.8015873015873016,0.7936507936507936,0.7645502645502645,0.7804232804232805,0.783068783068783,0.7619047619047619,0.7592592592592593,0.7645502645502645,0.7671957671957672,0.7671957671957672,0.7724867724867724,0.7698412698412699,inline,0.5,0.845651455026455,0.9312169312169312,14
