id,comments_removed_em,comments_removed_em_trim,comments_removed_bleu,comments_removed_bleu_trim
8874,0,0,25.89942037884371,97.10473458285081
7328,0,0,1.6557003945179096,56.24997089055847
8251,0,0,1.649610400870076,28.335591666221717
10924,0,0,3.9409902980930203,37.787073852859685
7305,0,0,5.114127935242904,70.08566177779728
12046,0,0,5.867502628196481,70.91061824373985
8546,0,0,5.131109967446961,63.01786008339205
8136,0,0,5.010695801379802,72.13514171011408
4499,0,0,8.347781735321758,59.410212647111415
9852,0,0,1.7474905673006338,38.355213765441505
7923,0,0,13.329425820090682,83.9722531473462
7294,0,0,1.9917117797754382,49.484704347909144
11847,0,0,11.171637604806156,88.68720569820783
9878,0,0,9.293849115215991,89.21825633882368
12476,0,0,0.6534186043296883,14.0714201008855
4712,0,0,3.685088770876515,12.354220285926335
8201,0,0,6.017644612326949,70.90587325355543
4509,0,0,1.7608566417511111,40.586768714385954
12314,0,0,8.22456196711747,61.030834349366835
12420,0,0,12.294837104180456,74.83736248688159
12416,0,0,2.417841898482511,51.40996170330872
6861,0,0,5.544609270659814,32.97413722118201
4491,0,0,8.349226226993869,22.904598540946132
12513,0,0,12.38421003175528,51.473949642192665
10144,0,0,16.98963902536906,93.12051183302627
10145,0,0,7.827252097783531,67.94780495810588
8440,0,0,3.58761303060241,19.577987469865825
4507,0,0,2.346430910619024,67.28001389653004
10920,0,0,4.155707178593035,17.008093445576623
10227,0,0,9.112701960946623,75.76536927668475
8464,0,0,5.561543513819112,56.859206283151984
1643,0,0,7.850094616761207,17.07529502368797
7295,0,0,2.247287913730729,41.84173314553908
8166,0,0,13.087566545409663,72.20065065608833
13517,0,0,1.1141957469398147,49.76017994591851
9879,0,0,12.465203918175211,81.34843024854828
4522,0,0,1.6590618116318339,42.62758309170317
7089,0,0,2.238098231881004,22.24993621124176
8489,0,0,6.5825902019593565,13.942630135307285
12432,0,0,13.36741689918369,46.239119961071076
8502,0,0,13.932466744286598,84.50111766153346
11843,0,0,15.866538722098891,100.0
7336,0,0,13.418536057437592,83.72862088757303
9857,0,0,9.888435175972765,66.30259624010046
10113,0,0,18.548811499584485,75.84522819434531
4542,0,0,14.767926773491045,99.35998187122918
7922,0,0,5.152904437922328,55.025128596785265
9796,0,0,4.10741091656726,48.238119228552954
14783,0,0,17.936502206996042,93.05308958112056
12522,0,0,3.3460700984517944,40.08590466189574
4487,0,0,12.126057353127731,83.84034792962845
7090,0,0,7.984174146340208,65.27364428032769
9855,0,0,5.299885987609792,77.02779635209124
8876,0,0,16.173156880202257,56.74874040079773
8576,0,0,5.538385645194294,84.70059708441666
8438,0,0,3.249068128751503,52.38327925867849
11809,0,0,1.2189132622236598,13.53352832366127
10143,0,0,3.7948389862866456,76.30899150009665
12985,0,0,7.633137841085304,57.95782787848095
7098,0,0,3.927564810599826,33.193934568939625
7318,0,0,3.5414964360799086,84.16393745963103
8203,0,0,1.1499074844395845,37.254209391071335
8535,0,0,17.30335536921587,85.45819669589085
8344,0,0,6.294755915628169,71.69587025774301
7332,0,0,1.9080635565918977,65.52390750233809
9955,0,0,0.56350476551939,23.94420550000535
11893,0,0,2.1594962821694668,62.021812871954495
4464,0,0,6.264135952567819,39.67037216346965
6706,0,0,3.328512349027645,51.294971078275196
8439,0,0,2.220614810247029,44.37540109785147
4493,0,0,11.234483419005072,79.53730475020623
12313,0,0,6.557031408553125,31.995973511725147
10133,0,0,6.921576219229523,64.40596619512439
8393,0,0,5.704289795804233,87.55738539291424
11796,0,0,1.4592682714644993,32.673783571098724
4547,0,0,5.105787816665322,76.9423856851004
4720,0,0,3.0171567534800285,55.94009736499258
9813,0,0,24.770815731684607,84.12200538487824
4528,0,0,1.7658113113769671,55.1382968049816
4715,0,0,3.5687509232592105,48.8069711389165
8771,0,0,3.5057562762401893,26.615473738396446
