1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,concept,train_size,mean,max,max_layer
0.5,0.798941798941799,0.8148148148148148,0.8095238095238095,0.8042328042328042,0.8148148148148148,0.8121693121693122,0.8968253968253969,0.8862433862433863,0.8862433862433863,0.8783068783068783,0.8809523809523809,0.8835978835978836,0.8756613756613757,0.873015873015873,0.873015873015873,0.873015873015873,0.8809523809523809,0.8862433862433863,0.8809523809523809,0.873015873015873,0.8597883597883598,0.8703703703703703,0.8597883597883598,0.8703703703703703,0.8465608465608465,0.8571428571428571,0.8677248677248677,0.8809523809523809,0.8783068783068783,0.8756613756613757,0.843915343915344,0.8386243386243386,0.8465608465608465,0.8544973544973545,0.873015873015873,0.8703703703703703,0.8650793650793651,0.8571428571428571,0.8465608465608465,0.8412698412698413,0.8518518518518519,0.8650793650793651,0.8412698412698413,0.8386243386243386,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8227513227513228,0.8148148148148148,0.8068783068783069,0.798941798941799,0.8042328042328042,0.8095238095238095,0.8068783068783069,0.7857142857142857,0.7883597883597884,0.783068783068783,0.7804232804232805,0.8068783068783069,0.8121693121693122,0.8174603174603174,0.8174603174603174,0.8148148148148148,inline,0.5,0.838334986772487,0.8968253968253969,8
