id,comments_removed_em,comments_removed_em_trim,comments_removed_bleu,comments_removed_bleu_trim
8874,0,0,26.722516158781946,96.09452335499803
7328,0,0,3.0489821014721743,77.7496041809988
8251,0,0,2.8027425201790557,6.51236877976358
10924,0,0,3.8525627763496724,47.309376918648404
7305,0,0,3.2143816941486785,75.31194479837545
12046,0,0,4.40521985266474,71.49251008635133
8546,0,0,7.007251150360484,69.83775318044317
8136,0,0,3.942169611951395,63.29385231404092
4499,0,0,11.015597399833693,81.10648919872716
9852,0,0,1.607713194163314,43.713520599855016
7923,0,0,11.655962807322288,83.9722531473462
7294,0,0,2.084664846201565,20.138591862985862
11847,0,0,16.286599850298497,88.68720569820783
9878,0,0,9.906553044968081,89.14375869458357
12476,0,0,1.1577448333799703,17.721093265108227
4712,0,0,4.8562543359486074,32.08784338366964
8201,0,0,13.41294597960977,70.46847942533017
4509,0,0,1.320988549029216,21.32025218336438
12314,0,0,6.707835428365708,60.443294342394495
12420,0,0,10.063388980705055,74.83736248688159
12416,0,0,2.6839326077214363,25.98415817789753
6861,0,0,4.621004011535196,54.370261769896544
4491,0,0,8.402508140431555,42.03704021725488
12513,0,0,9.559551273140178,33.319056170385885
10144,0,0,12.08682795593714,93.12051183302627
10145,0,0,5.966566798688984,67.94780495810588
8440,0,0,4.661280094711537,32.3543469348046
4507,0,0,4.680107240555506,37.66693158529653
10920,0,0,2.3521924746534806,7.4066585796207285
10227,0,0,5.098326326592515,52.29787403037219
8464,0,0,6.952772710257742,59.737002504712855
1643,0,0,4.996479283586823,72.67687960668387
7295,0,0,2.0371149524644494,32.865303671659646
8166,0,0,13.313889285469052,72.20065065608833
13517,0,0,2.7229785310031303,33.52088005474762
9879,0,0,14.024676760792016,81.34843024854828
4522,0,0,1.3221910898419849,46.59514255062042
7089,0,0,3.5813133318618027,27.137237704985907
8489,0,0,5.7508982439019904,13.696939128607333
12432,0,0,7.912170785659972,64.25222514101613
8502,0,0,10.588779091255143,17.02915723091751
11843,0,0,16.507261673645743,100.0
7336,0,0,3.129399734940087,86.14861264417969
9857,0,0,8.854493361553503,66.30259624010046
10113,0,0,6.894766418959317,53.45301408597992
4542,0,0,10.382732371014495,70.752404051933
7922,0,0,5.119775297692783,39.20184416911081
9796,0,0,4.135327360911499,48.238119228552954
14783,0,0,24.10937222428776,93.05308958112056
12522,0,0,2.3511399321115034,29.37738932482429
4487,0,0,7.877679562018704,73.79421358592225
7090,0,0,11.324372367554409,79.77750599164882
9855,0,0,16.110553959188522,67.31188730678772
8876,0,0,20.77735199251776,28.726607714027868
8576,0,0,9.760020659622382,84.70059708441666
8438,0,0,6.725050407337847,37.35705061952683
11809,0,0,2.9746753739045264,13.53352832366127
10143,0,0,3.4805985103161294,75.30405110939763
12985,0,0,10.064154384802391,57.95782787848095
7098,0,0,4.19240978841917,41.91238755013163
7318,0,0,6.710113776318566,79.35645015089506
8203,0,0,1.3661016819725924,75.48728070452736
8535,0,0,16.288271914708012,94.30819286591114
8344,0,0,6.4743120124912705,71.69587025774301
7332,0,0,4.066774481568675,75.40541095280663
9955,0,0,1.1051399721633088,23.94420550000535
11893,0,0,2.4269432074473682,61.64991413903318
4464,0,0,8.678702959710922,39.67037216346965
6706,0,0,3.054192265262589,47.23803829763972
8439,0,0,2.5329095187208597,37.90652484171916
4493,0,0,9.581639860902358,81.21468792120301
12313,0,0,6.652003877107705,63.50968558808239
10133,0,0,7.484365053337099,43.00668447223413
8393,0,0,4.204582365956575,56.92485937007168
11796,0,0,2.1952877659281227,24.601747331719938
4547,0,0,4.5168619046226715,46.98535610658582
4720,0,0,11.5392279364186,50.86717190516117
9813,0,0,4.940443019638951,82.10695260446309
4528,0,0,1.4464993809133222,25.02658102334746
4715,0,0,3.3213009849721886,58.46947696164256
8771,0,0,5.391239614504335,26.615473738396446
