id,commented_em,commented_em_trim,commented_bleu,commented_bleu_trim,comments_removed_em,comments_removed_em_trim,comments_removed_bleu,comments_removed_bleu_trim
6861,0,0,39.76524978077643,66.02004240366163,0,0,23.169050407375632,66.69063919882612
4491,0,0,98.2794812821987,100.0,0,0,55.10419583359184,54.71143182143399
12513,0,0,30.393446218752274,80.36708084226511,0,0,50.513345914776586,49.99586368525379
10144,0,0,98.75375950494862,98.75375950494862,0,0,85.50175392491929,94.29566256498816
10145,0,0,86.49135804165626,86.49135804165626,0,0,34.791929515758625,34.791929515758625
8440,0,0,71.33914068458252,71.33914068458252,0,0,41.453365239481435,40.966193024988435
4507,0,0,57.67855875237071,57.67855875237071,0,0,52.28826419985516,55.10287328502466
10920,0,0,87.25327410701016,87.20528875515238,0,0,19.01818232899142,18.518978224215783
10227,0,0,43.8404528103517,86.11862125409644,0,0,33.85877577962061,63.740364115544146
8464,0,0,42.28644783508742,50.04038722888113,0,0,50.52892958179728,49.93792591950606
1643,0,0,65.25619464110287,81.46495730445538,0,0,62.70882256461336,63.74982978541189
7295,0,0,60.11667322330102,60.581811681335765,0,0,50.23371312171163,50.208828711609875
8166,0,0,98.467181906418,100.0,0,0,72.54660067212856,72.20065065608833
13517,0,0,39.132436701075065,39.132436701075065,0,0,25.03934188504025,61.1597739332139
9879,0,0,98.5962986531924,100.0,0,0,81.69623019916189,81.34843024854828
4522,0,0,14.132450747102872,43.48748417732742,0,0,13.89240778533166,43.48748417732742
7089,0,0,53.421712461931506,53.421712461931506,0,0,30.351871474150588,32.15687519966251
8489,0,0,94.90209679021811,100.0,0,0,58.32772950069784,58.32772950069784
12432,0,0,98.75375950494862,98.75375950494862,0,0,57.29969959789057,57.29969959789057
8502,0,0,24.024636387087934,100.0,0,0,24.045536785752226,84.50111766153346
11843,0,0,94.38362010729374,100.0,0,0,99.34316595150848,100.0
7336,0,0,99.03141397547887,100.0,0,0,89.1287968837333,89.08462554371816
9857,0,0,98.41577247475851,99.20156155819885,0,0,79.71841967124179,79.59400152547005
10113,0,0,91.49954811403424,91.49954811403424,0,0,75.27681002690468,75.15628295063922
4542,0,0,91.82344571943797,92.37247831372927,0,0,91.82344571943797,92.37247831372927
7922,0,0,59.83363388378622,65.21767556296173,0,0,57.89235580813872,63.36742206780964
9796,0,0,11.503246431931984,50.26464779012858,0,0,17.330332435106698,17.330332435106698
14783,0,0,99.24950169688135,99.24950169688135,0,0,93.09280570981578,93.05308958112056
12522,0,0,98.3670431367383,100.0,0,0,87.40842932501998,87.307619204775
4487,0,0,92.4262286957767,92.4262286957767,0,0,85.03907185162352,85.03907185162352
7090,0,0,76.22409625035988,94.27239831759472,0,0,75.14561201698365,92.01630091592939
9855,0,0,90.50228371630423,95.88611940969724,0,0,76.27616921729312,75.6226138606612
8876,0,0,70.43750941206977,70.43750941206977,0,0,55.420367073019136,55.420367073019136
8576,0,0,97.85505566795237,93.33588643117227,0,0,84.80900200993487,84.80900200993487
8438,0,0,94.03657364209224,94.90532271103545,0,0,41.537439469654835,41.537439469654835
11809,0,0,96.18653173140274,96.18653173140274,0,0,16.028335906692373,13.53352832366127
10143,0,0,47.59246001247367,97.46524339286456,0,0,46.14666211655893,77.92947241727049
12985,0,0,97.0691552519577,100.0,0,0,58.59546494184623,57.95782787848095
7098,0,0,37.42984177900001,45.69358393869125,0,0,60.6984583836093,63.721350962230375
7318,0,0,87.56070471878385,92.66460688501991,0,0,82.7003123076481,82.7003123076481
8203,0,0,87.48903593597075,88.75259644428188,0,0,75.68584372617204,59.58031655578442
8535,0,0,97.53820058537079,89.62023619688662,0,0,94.31452346628497,94.31894963692112
8344,0,0,34.167760031906006,99.03141397547887,0,0,84.71752975894977,74.08182206817179
7332,0,0,85.13667744914983,85.13667744914983,0,0,74.27701510307526,74.27701510307526
9955,0,0,66.0651778452907,66.08399882993635,0,0,26.08384657261542,25.87232326064487
11893,0,0,22.97019014685159,95.32031369168243,0,0,34.07046662123503,62.05099685284679
4464,0,0,67.00987256618035,66.89286780731406,0,0,38.37798982899307,38.06711416458123
6706,0,0,58.65981436296753,59.507008803516094,0,0,49.98529257115835,49.98529257115835
8439,0,0,40.29907592678944,83.58826899203987,0,0,35.74524829869298,35.74524829869298
4493,0,0,29.984350970958438,98.31190049157489,0,0,28.320776038311852,81.41941341783246
12313,0,0,82.17528342788756,82.17528342788756,0,0,67.51936621700888,67.51936621700888
10133,0,0,75.10232261903319,75.59888181507345,0,0,52.20050093635336,52.143306262261156
8393,0,0,97.30363487487055,98.05649860235522,0,0,85.93732991285233,85.61338291734505
11796,0,0,40.87069293255989,40.87069293255989,0,0,11.037753391455254,17.478085796288845
4547,0,0,32.4018622689238,56.3676978523612,0,0,29.430912225453326,47.67041383597764
4720,0,0,98.9821151194544,98.9821151194544,0,0,82.49785711595644,82.49785711595644
9813,0,0,90.15191436258554,93.20159857383,0,0,84.15510281058238,84.12200538487824
4528,0,0,40.20926554218659,51.270530081780684,0,0,44.52928815455182,51.71541669324603
4715,0,0,68.01508185680855,69.04188523798666,0,0,48.90270504920847,48.29940031571816
8771,0,0,98.65302858238645,93.10627797040229,0,0,27.572453874367575,26.615473738396446
