1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,concept,train_size,mean,max,max_layer
0.5,0.6793478260869565,0.6793478260869565,0.6820652173913043,0.6793478260869565,0.7309782608695652,0.6902173913043478,0.7934782608695652,0.8152173913043478,0.8315217391304348,0.8206521739130435,0.8559782608695652,0.842391304347826,0.8478260869565217,0.8559782608695652,0.8614130434782609,0.8722826086956522,0.8532608695652174,0.8396739130434783,0.845108695652174,0.8505434782608695,0.8505434782608695,0.845108695652174,0.8315217391304348,0.8342391304347826,0.8260869565217391,0.8179347826086957,0.8152173913043478,0.8288043478260869,0.8288043478260869,0.8260869565217391,0.7907608695652174,0.8016304347826086,0.7989130434782609,0.8070652173913043,0.8125,0.8288043478260869,0.8288043478260869,0.8179347826086957,0.8233695652173914,0.8152173913043478,0.8125,0.7989130434782609,0.7989130434782609,0.7989130434782609,0.7853260869565217,0.7717391304347826,0.779891304347826,0.7880434782608695,0.779891304347826,0.7717391304347826,0.7717391304347826,0.7771739130434783,0.7635869565217391,0.7472826086956522,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7364130434782609,0.7255434782608695,0.7282608695652174,0.7255434782608695,0.717391304347826,0.7065217391304348,multiline,0.25,0.7867272418478258,0.8722826086956522,17
